employee_id,age,salary,email,signup_date,department
E0256,27,3771.58,user256@example.com,2024-12-23,Marketing
E0383,43,18008.3,user383@example.com,2025-03-13,Marketing
E0429,35,6175.27,user429@example.com,2025-01-20,HR
E0392,64,7926.13,user392@example.com,2024-02-02,Sales
E0049,25,21742.21,user49_example.com,2024-11-15,Marketing
E0109,48,18923.42,user109@example.com,2024-06-18,HR
E0389,22,12222.71,user389@example.com,2024-03-21,HR
E0230,54,5741.0,user230@example.com,2024-10-17,Engineering
E0377,34,18043.12,user377@example.com,2024-10-07,HR
E0015,58,23688.91,user15@example.com,2024-04-10,HR
E0499,,24929.18,user499@example.com,2024-02-15,HR
E0368,41,15993.67,user368@example.com,2024-12-12,Finance
E0462,44,12104.95,user462@example.com,2024-10-07,Marketing
E0352,28,22502.21,user352@example.com,2024-11-26,Marketing
E0056,28,24786.63,user56@example.com,2025-04-19,Sales
E0026,150,20158.82,user26@example.com,2024-12-03,HR
E0032,47,7178.21,user32@example.com,2025-01-28,Marketing
E0250,45,23470.28,user250@example.com,2024-04-12,HR
E0166,45,5635.82,user166@example.com,2024-09-09,Sales
E0461,42,24022.17,user461_example.com,2024-05-31,Marketing
E0290,27,22445.51,user290@example.com,2024-10-24,Finance
E0178,49,8214.65,user178@example.com,2024-05-07,Marketing
E0042,51,15293.05,user42@example.com,2025-03-01,Finance
E0438,31,6824.77,user438@example.com,2025-01-15,Sales
E0175,49,21677.44,user175@example.com,2025-01-26,Finance
E0257,40,20726.53,user257@example.com,2024-02-20,Engineering
E0282,64,22484.07,user282@example.com,2024-12-08,HR
E0106,25,17386.6,user106@example.com,2024-01-07,HR
E0445,47,13111.36,user445@example.com,2024-01-08,Finance
E0090,51,10439.7,user90@example.com,2024-08-23,HR
E0418,23,13377.61,user418@example.com,2025-02-10,Marketing
E0387,39,18511.83,user387@example.com,2024-08-05,Sales
E0068,43,16152.3,user68@example.com,2024-07-06,Finance
E0485,25,19966.96,user485@example.com,2024-10-25,Finance
E0317,64,-500,user317@example.com,2024-07-29,HR
E0050,51,16547.48,user50@example.com,2024-10-02,Engineering
E0166,45,5635.82,user166@example.com,2024-09-09,Sales
E0475,36,19652.21,user475@example.com,2025-03-27,Marketing
E0033,58,14778.61,user33@example.com,2024-11-23,Marketing
E0395,44,20200.64,user395@example.com,2024-03-04,Marketing
E0304,32,8078.48,user304@example.com,2024-11-12,Sales
E0195,65,13889.88,user195@example.com,2024-06-06,Finance
E0144,53,20006.64,user144@example.com,2025-02-06,Engineering
E0071,,8520.3,user71@example.com,2025-01-21,Engineering
E0245,39,17051.13,user245_example.com,2024-01-12,Finance
E0496,57,8055.73,user496@example.com,2025-01-27,HR
E0465,,4473.86,user465@example.com,2024-05-31,Sales
E0479,22,16419.64,user479@example.com,2025-03-19,HR
E0121,26,9768.29,user121@example.com,2024-12-09,HR
E0274,59,8156.5,user274@example.com,2025-03-27,HR
E0325,19,6002.67,user325@example.com,2025-02-03,Finance
E0314,65,8385.57,user314@example.com,2025-02-21,Engineering
E0199,61,7531.67,user199_example.com,2024-06-26,Sales
E0372,39,19137.42,user372@example.com,2024-02-28,Sales
E0059,23,20637.54,user59@example.com,2024-12-26,HR
E0466,45,8254.97,user466@example.com,2025-03-12,Engineering
E0424,21,3166.33,user424@example.com,2025-01-23,Marketing
E0012,27,7691.35,user12@example.com,2024-05-12,Sales
E0210,35,24158.14,user210@example.com,2024-05-02,Sales
E0265,54,24144.5,user265@example.com,2024-04-09,Marketing
E0384,27,12769.39,user384@example.com,2024-10-18,HR
E0467,34,12684.8,user467@example.com,2024-03-04,Engineering
E0160,38,8638.05,user160@example.com,2025-03-25,Finance
E0169,43,8984.06,user169@example.com,2024-07-12,HR
E0399,35,9720.65,user399@example.com,2024-09-02,
E0147,58,14951.24,user147@example.com,2025-02-09,Engineering
E0338,24,12187.6,user338@example.com,2025-04-10,Finance
E0173,20,20684.23,user173_example.com,2024-12-15,Finance
E0098,53,19976.97,user98@example.com,2024-02-17,HR
E0419,24,6765.06,user419@example.com,2024-06-17,Engineering
E0108,43,15222.84,user108@example.com,2024-02-14,Marketing
E0398,49,7969.43,user398@example.com,2025-03-25,Sales
E0151,33,12016.84,user151@example.com,2024-09-26,Engineering
E0149,49,18194.67,user149@example.com,2025-03-01,Finance
E0366,59,3898.97,user366@example.com,2024-05-25,Marketing
E0285,61,14083.5,user285@example.com,2024-03-23,Marketing
E0116,63,21381.5,user116@example.com,2024-04-10,Finance
E0037,39,13201.57,user37@example.com,2024-11-29,Engineering
E0075,57,21624.36,user75@example.com,2024-05-20,Marketing
E0086,30,19254.31,user86@example.com,2024-07-07,HR
E0449,40,20645.22,user449@example.com,2024-06-22,
E0058,29,11975.03,user58@example.com,2024-07-03,
E0262,60,18460.09,user262@example.com,2024-10-28,Marketing
E0025,,4843.21,user25@example.com,2025-01-19,Finance
E0215,56,7588.76,user215@example.com,2024-04-17,Engineering
E0046,43,8922.7,user46@example.com,2024-08-30,HR
E0159,,18915.98,user159@example.com,2025-04-09,Sales
E0336,32,13844.72,user336@example.com,2024-12-08,Sales
E0165,31,15278.65,user165@example.com,2024-06-29,Sales
E0089,23,3571.12,user89@example.com,2024-11-30,Engineering
E0077,,8709.42,user77@example.com,2024-01-14,Finance
E0373,19,4435.47,user373@example.com,2025-01-01,Engineering
E0040,22,12436.55,user40@example.com,2024-01-18,Engineering
E0184,35,12224.68,user184@example.com,2024-11-19,HR
E0005,18,17573.89,user5@example.com,2024-08-22,Marketing
E0483,65,14629.9,user483@example.com,2025-01-07,Finance
E0175,49,21677.44,user175@example.com,2025-01-26,Finance
E0284,54,12734.05,user284_example.com,2025-02-15,Finance
E0020,20,-500,user20@example.com,2024-08-31,Marketing
E0411,49,23618.76,user411@example.com,2024-04-16,
E0138,37,22700.61,user138@example.com,2024-04-02,Engineering
E0489,56,21049.2,user489@example.com,2024-01-19,Engineering
E0361,33,22292.86,user361@example.com,2024-07-14,Engineering
E0187,44,19838.2,user187@example.com,2024-10-22,HR
E0003,43,24224.67,user3@example.com,2024-11-30,Finance
E0072,33,16279.71,user72@example.com,2024-02-28,Sales
E0251,150,21808.51,user251@example.com,2025-01-30,Finance
E0428,57,-500,user428@example.com,2024-10-13,Sales
E0134,48,3352.8,user134@example.com,2024-11-21,Finance
E0143,51,19376.02,user143@example.com,2024-09-29,Engineering
E0060,35,23048.58,user60@example.com,2025-01-16,Engineering
E0307,63,14780.07,user307@example.com,2024-08-30,Finance
E0069,36,3590.95,user69@example.com,2025-01-30,Engineering
E0298,37,24530.92,user298@example.com,2025-04-14,Engineering
E0344,53,18040.5,user344@example.com,2024-12-20,Marketing
E0073,25,10992.65,user73@example.com,2024-03-12,HR
E0494,36,9782.31,user494@example.com,2025-01-25,HR
E0333,46,23183.27,user333@example.com,2025-02-07,Finance
E0468,33,18725.64,user468@example.com,2025-04-30,Engineering
E0174,150,8026.91,user174@example.com,2024-12-14,Engineering
E0258,25,6588.27,user258@example.com,2024-04-07,Finance
E0105,22,15240.6,user105@example.com,2024-08-27,Sales
E0238,39,12918.01,user238@example.com,2024-01-26,Marketing
E0416,42,10401.75,user416@example.com,2024-04-04,Sales
E0241,56,18263.51,user241@example.com,2025-03-06,Marketing
E0197,64,11125.02,user197@example.com,2024-12-02,Marketing
E0427,61,9616.86,user427@example.com,2025-05-05,Finance
E0194,22,14313.4,user194@example.com,2024-01-06,Engineering
E0474,38,10598.16,user474@example.com,2024-01-29,HR
E0463,57,22234.76,user463@example.com,2024-01-26,Engineering
E0469,53,24742.96,user469@example.com,2024-09-17,Marketing
E0350,37,10345.14,user350@example.com,2025-05-05,Finance
E0264,32,4657.9,user264@example.com,2024-10-08,
E0295,19,9162.69,user295@example.com,2024-08-14,Sales
E0081,41,15772.97,user81@example.com,2024-08-24,Marketing
E0451,44,10686.38,user451@example.com,2024-05-25,Finance
E0407,39,20676.8,user407@example.com,2024-01-01,HR
E0323,30,19443.32,user323@example.com,2024-08-10,Sales
E0002,57,20445.49,user2@example.com,2024-02-18,HR
E0179,22,20992.35,user179@example.com,2025-03-29,Marketing
E0458,61,24986.23,user458@example.com,2024-06-17,Engineering
E0045,52,20623.51,user45@example.com,2024-10-15,Sales
E0062,,24792.74,user62@example.com,2025-04-07,Finance
E0110,,6943.38,user110@example.com,2024-04-08,HR
E0376,64,7285.3,user376@example.com,2024-12-10,Marketing
E0156,31,16065.52,user156@example.com,2025-01-23,Marketing
E0112,27,-500,user112@example.com,2024-07-16,HR
E0141,20,16682.08,user141@example.com,2025-04-14,Finance
E0039,40,14103.82,user39@example.com,2024-01-20,HR
E0157,52,11425.14,user157_example.com,2024-02-07,Sales
E0324,63,18670.72,user324@example.com,2024-06-22,Marketing
E0322,43,3368.09,user322@example.com,2024-08-01,Marketing
E0464,33,9499.46,user464@example.com,2024-09-14,HR
E0394,56,14415.76,user394@example.com,2025-01-29,Finance
E0371,19,8776.28,user371@example.com,2024-07-06,Finance
E0027,28,19582.97,user27@example.com,2024-06-24,HR
E0150,20,5825.18,user150@example.com,2025-01-21,Finance
E0328,36,10757.87,user328@example.com,2025-01-23,Sales
E0329,42,18517.51,user329@example.com,2024-03-15,Marketing
E0447,31,13170.45,user447@example.com,2025-04-04,HR
E0334,38,6304.92,user334@example.com,2025-05-08,Marketing
E0177,28,6508.33,user177@example.com,2024-11-14,HR
E0362,20,16036.87,user362@example.com,2024-04-27,Marketing
E0198,59,10075.76,user198@example.com,2024-02-18,Marketing
E0335,28,13408.58,user335@example.com,2024-11-05,Marketing
E0212,39,3809.68,user212@example.com,2024-06-26,Engineering
E0022,63,5849.98,user22@example.com,2025-05-08,Marketing
E0052,30,22525.92,user52@example.com,2024-03-09,Engineering
E0226,21,4464.13,user226@example.com,2024-08-24,HR
E0094,36,9028.88,user94@example.com,2025-03-29,Sales
E0137,50,17621.01,user137@example.com,2025-02-08,Marketing
E0491,150,18266.87,user491@example.com,2024-12-15,Marketing
E0216,34,23702.67,user216@example.com,2024-11-08,Finance
E0355,29,18290.63,user355@example.com,2024-07-14,Marketing
E0211,49,21811.07,user211@example.com,2025-01-29,Finance
E0292,38,8172.58,user292@example.com,2024-10-25,HR
E0214,,15319.33,user214@example.com,2024-08-08,HR
E0236,31,17388.54,user236@example.com,2025-03-29,Finance
E0279,36,-500,user279@example.com,2025-04-28,Sales
E0350,37,10345.14,user350@example.com,2025-05-05,Finance
E0097,37,16788.63,user97@example.com,2025-04-27,Finance
E0275,39,7066.12,user275@example.com,2024-12-13,Finance
E0343,19,9516.2,user343@example.com,2024-07-19,Sales
E0266,19,12092.49,user266@example.com,2024-03-14,Finance
E0342,41,14090.95,user342@example.com,2024-08-27,HR
E0009,26,8420.53,user9@example.com,2024-02-21,Sales
E0378,32,5219.23,user378@example.com,2024-10-27,Engineering
E0498,,16643.15,user498@example.com,2024-06-01,Engineering
E0273,,22767.4,user273@example.com,2024-05-03,Marketing
E0393,49,11020.15,user393@example.com,2024-07-07,Sales
E0439,,17971.92,user439@example.com,2025-03-27,Sales
E0459,51,21364.46,user459@example.com,2025-03-18,Marketing
E0231,33,15997.21,user231@example.com,2024-08-26,Sales
E0035,57,24929.79,user35@example.com,2024-03-22,HR
E0240,150,3197.1,user240@example.com,2024-07-27,Finance
E0024,58,5542.77,user24@example.com,2024-05-11,HR
E0088,45,4409.24,user88@example.com,2024-10-06,Marketing
E0443,26,17887.05,user443@example.com,2024-01-11,Finance
E0436,53,5252.39,user436@example.com,2025-05-10,Marketing
E0300,48,20418.65,user300@example.com,2024-11-08,HR
E0155,42,20189.59,user155@example.com,2024-04-20,HR
E0070,38,19463.99,user70@example.com,2024-01-26,Finance
E0013,55,17004.92,user13@example.com,2024-01-08,Finance
E0346,37,3855.86,user346@example.com,2024-05-28,Finance
E0114,42,7507.42,user114@example.com,2024-06-19,Marketing
E0203,60,11318.57,user203@example.com,2024-11-25,Sales
E0061,45,19835.04,user61@example.com,2024-07-26,
E0080,27,11116.9,user80@example.com,2024-11-30,Finance
E0488,28,18848.06,user488@example.com,2024-04-25,Sales
E0041,64,14400.67,user41@example.com,2024-12-13,HR
E0415,40,3664.36,user415@example.com,2024-06-11,Engineering
E0220,30,19352.4,user220@example.com,2024-11-03,Engineering
E0153,32,11007.98,user153@example.com,2024-06-21,Finance
E0310,59,-500,user310@example.com,2024-09-13,Marketing
E0297,27,9393.52,user297@example.com,2025-03-06,Finance
E0406,37,5504.97,user406@example.com,2024-03-12,HR
E0347,42,18727.15,user347@example.com,2025-01-19,Sales
E0283,29,18960.03,user283@example.com,2024-12-12,Sales
E0189,54,6160.04,user189@example.com,2024-11-16,HR
E0305,59,8871.17,user305@example.com,2025-01-30,Sales
E0218,35,13049.44,user218@example.com,2024-09-16,Sales
E0367,29,16817.79,user367@example.com,2025-03-18,Marketing
E0435,23,23513.88,user435@example.com,2025-01-09,Sales
E0267,57,13977.89,user267@example.com,2024-04-11,Sales
E0164,65,16868.67,user164@example.com,2024-10-16,Sales
E0127,37,22417.14,user127@example.com,2025-03-25,Sales
E0358,29,7486.62,user358@example.com,2024-01-06,HR
E0207,38,7142.48,user207@example.com,2024-08-28,Finance
E0339,,-500,user339@example.com,2024-04-23,Finance
E0299,29,5588.12,user299@example.com,2024-08-31,Marketing
E0235,20,11574.82,user235@example.com,2024-06-02,Sales
E0360,28,19742.56,user360@example.com,2025-01-04,Sales
E0263,48,12962.32,user263@example.com,2024-07-08,Marketing
E0154,54,18283.03,user154@example.com,2025-03-18,Finance
E0457,,-500,user457@example.com,2024-08-16,HR
E0337,19,5094.74,user337@example.com,2024-01-23,Finance
E0182,44,17107.48,user182@example.com,2024-03-05,Finance
E0113,,17525.05,user113@example.com,2024-11-07,Finance
E0433,51,12574.05,user433@example.com,2024-11-01,Marketing
E0454,31,6751.87,user454@example.com,2024-08-20,Finance
E0269,27,21889.99,user269@example.com,2025-04-23,Sales
E0036,42,5858.02,user36@example.com,2024-08-20,Engineering
E0163,42,14370.23,user163@example.com,2024-07-01,Engineering
E0209,20,18656.03,user209@example.com,2024-05-08,Finance
E0167,43,7442.19,user167@example.com,2025-01-28,Engineering
E0208,32,7112.41,user208@example.com,2025-04-18,Engineering
E0453,38,14228.28,user453@example.com,2024-05-17,Sales
E0472,19,16064.35,user472@example.com,2024-11-25,Finance
E0205,42,14033.25,user205@example.com,2024-07-11,Finance
E0489,56,21049.2,user489@example.com,2024-01-19,Engineering
E0388,31,21227.18,user388@example.com,2025-04-11,Finance
E0133,48,22332.06,user133@example.com,2024-04-13,Marketing
E0232,24,20812.84,user232@example.com,2024-09-14,Engineering
E0222,34,11538.08,user222@example.com,2024-05-22,Marketing
E0190,150,6335.52,user190@example.com,2024-01-04,Marketing
E0004,33,16191.6,user4@example.com,2025-02-02,HR
E0146,49,-500,user146@example.com,2024-09-14,HR
E0130,54,5698.93,user130@example.com,2024-02-06,Sales
E0460,18,5205.26,user460@example.com,2024-02-16,Finance
E0320,43,22494.33,user320@example.com,2024-02-08,Engineering
E0095,21,19568.97,user95@example.com,2024-01-09,Finance
E0409,61,13247.88,user409@example.com,2024-10-07,Engineering
E0260,36,8563.08,user260@example.com,2024-03-08,Marketing
E0043,42,24005.26,user43@example.com,2025-03-21,Finance
E0066,24,17036.28,user66@example.com,2025-02-18,Sales
E0442,24,6438.65,user442@example.com,2024-07-22,Engineering
E0010,30,24676.19,user10@example.com,2025-01-28,
E0128,48,18287.9,user128@example.com,2024-09-26,Engineering
E0271,19,12112.48,user271@example.com,2024-03-17,Engineering
E0221,35,9445.02,user221@example.com,2024-12-21,Sales
E0102,27,21085.94,user102@example.com,2024-02-12,Marketing
E0276,32,-500,user276@example.com,2024-09-17,Marketing
E0228,60,20847.18,user228_example.com,2025-01-09,HR
E0402,26,10519.38,user402@example.com,2024-11-18,Sales
E0473,28,17996.88,user473@example.com,2025-02-17,HR
E0284,54,12734.05,user284_example.com,2025-02-15,Finance
E0348,21,15812.64,user348@example.com,2024-03-29,Sales
E0440,61,12832.8,user440@example.com,2024-12-11,Engineering
E0076,33,7175.94,user76@example.com,2024-05-07,Finance
E0437,50,19789.44,user437@example.com,2025-05-04,Finance
E0229,19,5395.64,user229@example.com,2024-07-30,Finance
E0302,26,19479.98,user302@example.com,2024-12-08,
E0385,,22543.62,user385@example.com,2024-04-19,Sales
E0379,40,23207.52,user379@example.com,2024-07-09,Marketing
E0470,64,11574.25,user470@example.com,2024-04-30,Engineering
E0278,22,24789.97,user278@example.com,2024-07-17,Engineering
E0023,19,21996.4,user23@example.com,2024-10-20,Sales
E0426,49,5135.87,user426@example.com,2024-07-16,Marketing
E0413,19,13293.47,user413@example.com,2024-07-08,HR
E0422,39,12628.47,user422@example.com,2024-09-12,Sales
E0390,20,20963.49,user390@example.com,2024-05-02,Engineering
E0331,65,7208.59,user331@example.com,2024-01-11,HR
E0044,,12043.84,user44@example.com,2024-02-28,Finance
E0129,64,24262.41,user129@example.com,2024-12-06,Marketing
E0444,40,17608.78,user444@example.com,2024-01-28,Finance
E0321,45,7679.45,user321@example.com,2024-06-01,Engineering
E0261,42,6522.3,user261@example.com,2025-03-16,Finance
E0101,51,5884.56,user101@example.com,2025-01-14,
E0234,36,14683.64,user234@example.com,2024-01-15,HR
E0247,61,12611.33,user247@example.com,2024-03-01,HR
E0397,37,16015.85,user397@example.com,2024-11-21,Sales
E0171,,10511.66,user171@example.com,2025-04-04,Marketing
E0017,64,24497.92,user17@example.com,2024-03-05,Engineering
E0135,24,9733.75,user135@example.com,2025-02-22,Marketing
E0401,51,12261.95,user401@example.com,2024-06-30,Marketing
E0391,51,9983.73,user391@example.com,2024-03-27,Finance
E0006,32,14283.46,user6@example.com,2024-01-16,Sales
E0117,54,12184.91,user117@example.com,2024-06-19,Marketing
E0053,52,-500,user53@example.com,2024-03-05,Engineering
E0139,,4623.87,user139@example.com,2025-04-09,Sales
E0204,50,24325.71,user204@example.com,2025-04-18,Sales
E0259,63,20751.87,user259@example.com,2024-11-07,Marketing
E0170,20,10635.91,user170@example.com,2025-04-01,Marketing
E0096,55,8178.99,user96@example.com,2025-01-02,HR
E0029,20,18646.79,user29@example.com,2025-05-01,Marketing
E0124,40,12051.35,user124@example.com,2024-11-15,Finance
E0315,21,15546.97,user315@example.com,2024-07-25,Sales
E0047,,5389.5,user47@example.com,2024-08-02,Finance
E0030,42,16766.14,user30@example.com,2024-09-09,Marketing
E0301,36,22169.75,user301@example.com,2024-06-08,Marketing
E0406,37,5504.97,user406@example.com,2024-03-12,HR
E0140,28,9273.38,user140@example.com,2025-01-21,Engineering
E0249,31,5134.06,user249@example.com,2024-06-14,Finance
E0386,65,19141.7,user386@example.com,2024-10-17,Engineering
E0430,64,11330.53,user430@example.com,2024-12-20,Marketing
E0097,37,16788.63,user97@example.com,2025-04-27,Finance
E0103,65,15905.94,user103@example.com,2025-03-14,Finance
E0115,53,8146.13,user115@example.com,2024-11-09,Finance
E0248,60,21296.22,user248@example.com,2024-12-30,Sales
E0219,36,5709.99,user219@example.com,2025-03-24,Marketing
E0213,57,13244.96,user213@example.com,2024-09-07,Sales
E0057,43,-500,user57@example.com,2024-09-20,Marketing
E0370,45,16832.64,user370@example.com,2024-05-23,Engineering
E0246,44,10380.06,user246@example.com,2024-11-16,Sales
E0186,48,6767.05,user186@example.com,2024-02-04,Marketing
E0191,44,13653.6,user191@example.com,2024-07-31,Marketing
E0281,26,23476.11,user281@example.com,2024-03-13,Marketing
E0425,150,10926.05,user425@example.com,2024-08-15,Finance
E0307,63,14780.07,user307@example.com,2024-08-30,Finance
E0345,59,23173.85,user345@example.com,2025-03-03,Engineering
E0018,31,19477.67,user18@example.com,2024-02-05,Marketing
E0055,20,19763.94,user55@example.com,2024-11-10,Finance
E0303,34,-500,user303@example.com,2024-11-23,HR
E0123,39,4176.41,user123@example.com,2025-02-05,Sales
E0374,35,9989.81,user374@example.com,2024-07-22,Engineering
E0332,57,18475.78,user332@example.com,2024-12-24,Marketing
E0316,33,21746.23,user316@example.com,2024-09-06,Finance
E0421,36,20744.31,user421@example.com,2024-07-23,Sales
E0252,51,18042.33,user252@example.com,2024-08-19,Finance
E0495,50,13900.38,user495@example.com,2024-06-22,Finance
E0162,34,9904.95,user162@example.com,2024-08-19,HR
E0201,55,5383.89,user201@example.com,2024-06-13,HR
E0450,37,12164.66,user450@example.com,2024-12-18,Marketing
E0477,65,4873.46,user477@example.com,2024-07-12,HR
E0007,19,21640.82,user7@example.com,2024-01-01,Engineering
E0168,27,13522.74,user168@example.com,2024-05-11,Finance
E0085,64,22684.0,user85@example.com,2024-05-07,Sales
E0011,55,9691.19,user11@example.com,2025-03-29,Sales
E0237,37,8883.19,user237@example.com,2024-11-03,Marketing
E0432,25,20746.38,user432@example.com,2024-03-05,Marketing
E0054,41,5539.03,user54@example.com,2024-09-15,Marketing
E0254,22,20659.09,user254@example.com,2024-05-10,HR
E0490,24,23827.84,user490@example.com,2024-05-30,Sales
E0404,38,17726.09,user404@example.com,2024-03-21,Finance
E0016,34,8244.96,user16@example.com,2024-12-26,HR
E0142,59,23013.13,user142@example.com,2024-06-13,HR
E0420,55,17976.06,user420@example.com,2024-04-14,Sales
E0448,38,9043.94,user448@example.com,2024-12-19,Sales
E0028,30,22365.92,user28@example.com,2024-07-15,Engineering
E0270,38,23531.5,user270@example.com,2024-02-14,Finance
E0008,22,-500,user8@example.com,2024-04-11,Marketing
E0064,54,3502.05,user64@example.com,2024-11-11,Sales
E0183,36,8082.9,user183@example.com,2024-04-04,Sales
E0264,32,4657.9,user264@example.com,2024-10-08,
E0100,41,12900.41,user100@example.com,2024-05-06,HR
E0381,56,23017.84,user381@example.com,2024-03-21,Finance
E0078,28,15113.83,user78@example.com,2024-11-19,Marketing
E0120,29,16146.8,user120@example.com,2025-02-19,Sales
E0288,32,-500,user288@example.com,2025-05-07,HR
E0481,22,8708.32,user481@example.com,2024-01-24,Engineering
E0281,26,23476.11,user281@example.com,2024-03-13,Marketing
E0268,53,4959.04,user268@example.com,2025-04-05,Marketing
E0074,51,20932.9,user74@example.com,2024-03-11,Marketing
E0296,34,7287.9,user296@example.com,2024-11-20,Finance
E0002,57,20445.49,user2@example.com,2024-02-18,HR
E0206,36,16054.03,user206@example.com,2024-10-31,Sales
E0202,35,4538.9,user202_example.com,2024-07-18,Marketing
E0290,27,22445.51,user290@example.com,2024-10-24,Finance
E0446,18,17189.83,user446@example.com,2024-06-14,Finance
E0196,43,-500,user196@example.com,2024-07-28,Marketing
E0136,46,12133.76,user136@example.com,2024-03-27,Engineering
E0319,23,13012.81,user319@example.com,2024-08-30,Finance
E0441,42,18917.8,user441@example.com,2025-02-14,HR
E0312,59,3912.87,user312@example.com,2024-01-30,HR
E0132,40,18230.09,user132@example.com,2024-04-28,Sales
E0351,,19683.58,user351@example.com,2024-01-30,Marketing
E0255,44,23011.92,user255@example.com,2024-08-21,HR
E0224,19,17695.37,user224@example.com,2024-03-20,HR
E0365,43,9373.32,user365@example.com,2024-05-26,Engineering
E0223,,22723.41,user223@example.com,2024-02-15,Marketing
